Gene,24,48,72,96,120,Temporal_Class
UL103,2.6297695639456,,0.43246549729477,2.6847637744392,1.64697527416369,Immediate Early
UL104,,,0.9855957383776,0.51962332833387,1.64697527416369,Immediate Early
UL114,,,,0.784449181818859,1.64697527416369,Immediate Early
UL115,,1.185592414989,1.535244232728,2.914964677269,1.64697527416369,Immediate Early
UL116,,,1.957273879587,2.88469217789816,1.64697527416369,Immediate Early
UL117,,,,,,Immediate Early
UL119,,4.169942512442,5.549686822865,1.944117439382,1.64697527416369,Immediate Early
UL120,,,,,,Immediate Early
UL121,,,,,,Immediate Early
UL122,,3.11799417633,0.47378977986623,1.734243518627,1.64697527416369,Immediate Early
UL123,,5.32438861546,17.74382411168,1.2634919836792,1.22875121565572,Immediate Early
UL13,234.899381857424,89.533689697,9.9286258986417,3.844441997112,1.125367393944,True Early
UL14,,,6.626621326984,3.844441997112,1.2258191519571,True Early
UL16,61.4453663955639,44.484938376,15.687522978573,3.844441997112,0.7967612748589,True Early
UL20,,,,,,True Early
UL23,,,,,,True Early
UL24,,,,1.31996893775232,1.64697527416369,True Early
UL26,,,0.197766158176478,1.59152975869152,1.64697527416369,True Early
UL27,,,,,,True Early
UL28,,,,,,True Early
UL29,,,,0.632569266647,1.64697527416369,True Early
UL31,,,,,1.64697527416369,True Early
UL34,,,,0.745713362265,1.64697527416369,True Early
UL36,15.214245175782,,,0.61689235578,1.64697527416369,True Early
UL37,85.972743956793,62.66315864934,1.61156658873537,0.265287762867426,1.64697527416369,True Early
UL38,,,,,,True Early
UL49,,,,,,True Early
UL50,0.69344817375292,7.24487691681142,2.95222716926,1.6545115199139,1.64697527416369,True Early
UL51,,,,,,True Early
UL57,,,0.226246776188,1.3117869996541,1.64697527416369,True Early
UL69,,,,,,True Early
UL71,9.82346877121477,9.694421645627,1.217734875233,1.1617711845164,1.64697527416369,True Early
UL112,,,,0.857552434888576,1.64697527416369,True Early
UL135,,,,,,True Early
UL136,,,,,,True Early
UL138,,,,,,True Early
UL148D,,,,,,True Early
UL149,,,,,,True Early
US22,,1.6122917989219,0.7646164943757,1.1144989763813,1.64697527416369,True Early
US26,,,,,,True Early
US34,4.17855884711,93.1811667621444,0.87364153425165,2.83432636886,1.64697527416369,True Early
US34A,,,,,,True Early
